volunteer,track,date,time,sky,rain,latitude,longitude,closest trap/tracking tunnel,band,new bands,age,sex,# mealworms given,# fed to partner/nestlings/fledglings,# consumed,# cached,interaction,other animal sighting/s,"notes, other activity",trap,lat,lng,aka
mel's friend,Highbury Fling,2024-05-02,13.5,Mostly clear,None,,,55,WM-BG,,,,,,,,,,,55,-41.30279995570507,174.75039736514165,
mel's friend,Highbury Fling,2024-05-02,13.5,Mostly clear,None,,,55,WM-GW,,,,,,,,,,,55,-41.30279995570507,174.75039736514165,
jo from zealandia,Tanera,2024-05-02,08:25,,,,,Tanera,RR-WM,,,,,,,,,,At the top of Epuni St,Tanera,,,
camera trap 62,Highbury Fling,2024-04-30,,,,,,62,WM-OY,,,,,,,,,,Bathing on trail camera. Date on camera was wrong so assuming it was the 30th.,62,-41.29955626741264,174.75077038396424,
camera trap 62,Highbury Fling,2024-05-01,,,,,,62,RY-GM,,,,,,,,,,Bathing on trail camera.,62,-41.29955626741264,174.75077038396424,
camera trap 62,Highbury Fling,2024-05-01,,,,,,62,WW-WM,,,,,,,,,,,62,-41.29955626741264,174.75077038396424,
melissa b,Highbury Fling,2024-05-05,10:00,Mostly clear,None,,,61,WM-WO,,,,,,,,Incidental,"Cricket the Tonkinese cat, wearing smart collar, watching birds in the bath",Bathing in public bath.,61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2024-05-05,10:05,Mostly clear,None,,,61,WW-WM,,A,,,,,,Incidental,,Bathing in public bath. Chases away by another toutouwai I couldn't ID. Likely Rewi.,61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2024-05-05,10:10,Mostly clear,None,,,62,WM-RW,,A,M,,,,,Known territory,,Hanging around bathing areas.,62,-41.29955626741264,174.75077038396424,
melissa b,Highbury Fling,2024-05-05,10:15,Mostly clear,None,,,62,OR-WM,,,,,,,,Known territory,,Alarm calling at mixed flock of birds at 62.,62,-41.29955626741264,174.75077038396424,
mel,Highbury Fling,2024-05-05,11.35,Mostly clear,None,,,lone pine,RY-GM,,,,,,,,swimming in big puddle,"tieke, kereru, kaka, tui, tauhou",,62,-41.29955626741264,174.75077038396424,
mel's friend,Highbury Fling,2024-05-05,11.15,Mostly clear,None,,,Hoki Mai,WM-BG,,,,,,,,,,,Hoki Mai,-41.302901091488565,174.7504022194934,
mel's friend,Highbury Fling,2024-05-06,15.12,Mostly clear,None,,,63,OR-WM,,,,,,,,,,,63,-41.29896942789763,174.7507283955656,
mel,Highbury Fling,2024-05-07,7.21,Mostly clear,None,,,lone pine,RY-GM,,,,,,,,,,,62,-41.29955626741264,174.75077038396424,
camera trap 62,Highbury Fling,2024-05-05,10:33,,,,,62,OG-pBM,,,,,,,,,,Had a bath.,62,-41.29955626741264,174.75077038396424,
camera trap 62,Highbury Fling,2024-05-05,11:33,,,,,62,RY-GM,,,,,,,,,,Had a long bath / fossick. Was on camera for 7 minutes.,62,-41.29955626741264,174.75077038396424,
camera trap 62,Highbury Fling,2024-05-06,08:58,,,,,62,OR-WM,,,,,,,,,,Chasing whiteheads away from the bath.,62,-41.29955626741264,174.75077038396424,
camera trap 62,Highbury Fling,2024-05-06,09:46,,,,,62,WM-RW,,A,M,,,,,,,Fossicking in bath.,62,-41.29955626741264,174.75077038396424,
facebook photo (leanne),Transient,2024-05-08,,,,,,,WM-BO,,,,,,,,,,Photo posted on Facebook group. Looks like BO but could possible be BR.,,,,
melissa b,Highbury Fling,2024-05-10,12:50,Partly cloudy,None,,,55,BK-WM,,,M,,,,,Known territory,,Appeared when I was near small stream. Silently approached then blurted out a very loud call. Friendly as usual.,55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2024-05-13,12:24,Mostly clear,None,,,67,WM-GK,,,,,,,,Known territory,,,67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2024-05-13,12:26,Mostly clear,None,,,66,,,,,,,,,Call heard only,Titipounamu,Alarm calling uphill of 66,66,-41.29769233642708,174.7505392149956,
rachel w,Highbury Fling,2024-05-13,12:38,Mostly clear,None,,,61,WM-YO,,,,,,,,Known territory,Titipounamu,Jumped into bath as soon as I filled it,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-05-13,12:38,Mostly clear,None,,,61,,,,,,,,,Call heard only,,Calling uphill,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-05-13,12:41,Mostly clear,None,,,62-63,OR-WM,,,,,,,,Known territory,banded kaka GR-Y? Falcon calling overhead,On track,62,-41.29955626741264,174.75077038396424,
camera trap 61,Highbury Fling,2024-05-04,11:53,,None,,,61,WM-RW,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-05,09:54,,None,,,61,WM-RW,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-05,10:38,,None,,,61,OG-pB\M,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-06,09:40,,None,,,61,WM-RW,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-06,09:53,,None,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-06,10:21,,None,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-07,13:17,,None,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-08,08:43,,None,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-10,12:08,,None,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-10,12:14,,None,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-12,10:12,,None,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-12,10:58,,None,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-12,12:06,,None,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-13,12:06,,None,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachael shaw,Highbury Fling,2024-05-14,15:00,,None,,,63.1,OR-WM,,,,,,,,Known territory,Heard another toutouwai alarm calling downslope,"Was doing gasping, saw him again at 63",63,-41.29896942789763,174.7507283955656,
rachel w's flatmate,Highbury Fling,2024-05-12,,,None,,,61,WM-RW,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2024-05-16,10:35,,None,,,57,OG-pBM,,,,,,,,Incidental,,"New bird? Or possibly the bird we've seen on trail camera but maybe have mistaken the pale blue for white. Grumpy bird, alarm calling at a ruru and also a mixed flock, then another toutouwai.",57,-41.302015373577966,174.7501822420483,
melissa b,Highbury Fling,2024-05-16,10:50,,None,,,55,BK-WM,,,,,,,,Known territory,,,55,-41.30279995570507,174.75039736514165,
melissa b,Highbury Fling,2024-05-16,10:50,,None,,,55,U?,,,,,,,,Incidental,,Bird was alarm calling at ruru. I didn't get a good look but could have been unbanded. Eventtually left and BK stayed.,55,-41.30279995570507,174.75039736514165,
melissa b,Highbury Fling,2024-05-16,11:36,,None,,,57,WM-YB,,,,,,,,Incidental,,"Came from downhill. Seemed really shy, was chased away by OG-pBM.",57,-41.302015373577966,174.7501822420483,
melissa b,Highbury Fling,2024-05-16,11:52,,None,,,61,OR-WM,,,,,,,,Known territory,,Hanging around silently near track.,61,-41.299977561255695,174.75064038086316,
camera trap 62,Highbury Fling,2024-05-15,13:19,,None,,,62,WM-WO,,,,,,,,Known territory,,Fossicking in puddle.,62,-41.29955626741264,174.75077038396424,
rachel w,Tanera,2024-05-18,,,None,,,,,,,,,,,,None observed,,,,,,
rachel w,Waimapihi Stream Loop,2024-05-18,,,None,,,,,,,,,,,,None observed,,,,,,
rachel w,Clinical,2024-05-18,,,None,,,90,,,,,,,,,None observed,,Not much activity on trail camera,90,-41.29868547392005,174.75335478384164,
rachel w,Clinical,2024-05-18,13:09,,None,,,87,RB-WM,,,,,,,,Incidental,,"By stream above 87 in the gully that leads up to 62. Close to the kaka nesting box. UB was nearby, they talked occasionally back and forth",87,-41.30046030107812,174.75287691660583,
rachel w,Clinical,2024-05-18,13:09,,None,,,87,,,,,,,,,Incidental,Titipounamu,Talking with RB but keeping their distance from each other. Both followed me a little way up the stream but didn't come terribly close,87,-41.30046030107812,174.75287691660583,
rachel w,Highbury Fling,2024-05-18,,,None,,,55-70,,,,,,,,,None observed,Titipounamu,,55,-41.30279995570507,174.75039736514165,
mel,Track 16 (below Windmill),2024-05-18,07:25,Overcast,None,,,,YG-WM,,,,,,,,,,,,,,
camera trap 61,Highbury Fling,2024-05-18,10:51,Overcast,None,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-18,09:51,Overcast,None,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
mel,Highbury Fling,2024-05-19,13.15,Mostly clear,None,,,63.1,WO-WM,,,,,,,,,,,63,-41.29896942789763,174.7507283955656,
mel,Hoki Mai,2024-05-19,14.2,Mostly clear,None,,,above waterfall ,WM-YG,,,,,,,,,,,above waterfall,,,
rachel w,Highbury Fling,2024-05-19,11:00,Mostly clear,None,,,66,,,,,,,,,Call heard only,Runners with off leash black labrador,Alarm calling heard below track nearby in gully but bird did not approach,66,-41.29769233642708,174.7505392149956,
rachel w,Highbury Fling,2024-05-19,11:13,Mostly clear,None,,,63.1,WO-WM,,,,,,,,Incidental,,Surprised to see him this far north. Has ranged as far south as 57,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2024-05-19,12:30,Mostly clear,None,,,55,BK-WM,,,,,,,,Known territory,Hihi,Singing loud and long from the tree tops,55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2024-05-19,12:30,Mostly clear,None,,,55,,,,,,,,,Call heard only,,Brief alarm call heard uphill,55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2024-05-19,12:16,Mostly clear,None,,,62,OR-WM,,,,,,,,Known territory,,Still gasping slightly,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2024-05-19,12:30,Mostly clear,None,,,64,,,,,,,,,Call heard only,Titipounamu: CC-RM,Brief song downhill in gully (could have been WO),64,-41.298473447882344,174.7503399587341,
melissa b,Highbury Fling,2024-05-20,09:20,Overcast,None,,,62,BK-WM,,S,M,,,,,Incidental,,"Very far out of his territory! Snuck past me, I had to follow him to ID. Found some massive food. Once OR arrived BK was chased regularly.",62,-41.29955626741264,174.75077038396424,
melissa b,Highbury Fling,2024-05-20,09:30,Overcast,None,,,62,OR-WM,,S,,,,,,Known territory,,Arrived and chased BK around in circles. They briefly foraged together but OR kept chasing BK.,62,-41.29955626741264,174.75077038396424,
melissa b,Highbury Fling,2024-05-20,10:15,Overcast,None,,,61,YM-WPu,,A,,,,,,Incidental,,Had a very long bath in large public bath.,61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2024-05-20,10:30,Overcast,None,,,63,WM-WO,,,,,,,,Known territory,,"Angry at a mixed flock. Wasn't friendly, I had to follow him uphill to ID.",63,-41.29896942789763,174.7507283955656,
camera trap 61,Highbury Fling,2024-05-19,14:55,Overcast,None,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-20,11:54,Overcast,None,,,61,WM-WO,,,,,,,,,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-20,12:00,Overcast,None,,,61,WW-WM,,,,,,,,,,,61,-41.299977561255695,174.75064038086316,
facebook photo (barbara),Transient,2024-05-19,,,,,,,OG-pBM,,,,,,,,,,"Unsure of exact location, somewhere steps to Ashton Fitchett perhaps?",,,,
rachel w,Highbury Fling,2024-05-21,13:48,Overcast,None,,,63.1,WO-WM,,,,,,,,Known territory,,,63,-41.29896942789763,174.7507283955656,
rachel w,Clinical,2024-05-22,14:00,Overcast,None,,,,,,,,,,,,None observed,Stoat/weasel? on trail camera trap 90,Hoping to spot unbanded and RB but too slippery to go far up the gully,,,,
rachel w,Highbury Fling,2024-05-23,14:00,Overcast,Light,,,73,,,,,,,,,Call heard only,,Possible surprised toutouwai noises heard but no one came out,73,-41.295721219174766,174.75204963885506,
camera trap 61,Highbury Fling,2024-05-22,15:32,Overcast,None,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2024-05-24,11:27,Overcast,Showery,,,64,WO-WM,,,,,,,,Known territory,,"Alarm calling downhill in gully. Approached when I made noise, he approached me then chased some whitehead uphill.",64,-41.298473447882344,174.7503399587341,
melissa b,Highbury Fling,2024-05-24,11:50,Overcast,Showery,,,62,OR-WM,,,,,,,,Known territory,,"Alarm calling on track, don't know why. Pretty friendly, hung around me for a few minutes.",62,-41.29955626741264,174.75077038396424,
melissa b,Highbury Fling,2024-05-24,12:05,Overcast,Showery,,,55,BK-WM,,,,,,,,Known territory,,Back in his usual spot! He was alarm calling on track (ruru downhill) and then singing full song quietly to himself.,55,-41.30279995570507,174.75039736514165,
jess f,Ikigai,2024-05-25,9.15,Partly cloudy,,,,Ikigai/Spuds 10,WM-WO,,,,,,,,,,,10,,,
rachel w,Waimapihi Stream Loop,2024-05-26,11:00,Mostly clear,None,,,114,RB-WM,,,,,,,,Incidental,,"GN Trap 6. Approached me as I made my way up the stream from Trap 114 on Waimapihi Stream Loop up the left-hand valley near trap 114,115",114,-41.30022580340548,174.7545600062811,
rachel w,Waimapihi Stream Loop,2024-05-26,11:00,Mostly clear,None,,,114,WM-BPu,,,,,,,,Incidental,,Arrived a few minutes after RB and they started squabbling,114,-41.30022580340548,174.7545600062811,
rachel w,Ikigai,2024-05-26,11:30,Mostly clear,None,,,10,OY-WM,,,,,,,,Known territory,,On hillside below Ikigai 10 which is below Transient Trap 45. BPu joined and they squabbled a little. Seem to like hanging around the small seepage coming out of the hill,10,,,
rachel w,Ikigai,2024-05-26,11:30,Mostly clear,None,,,10,,,,,,,,,Call heard only,,"Distant calling, not sure where from",10,,,
rachel w,Highbury Fling,2024-05-26,12:14,Mostly clear,None,,,54,BK-WM,,,,,,,,Known territory,"Off-leash terrier, kakariki",Very loud singing uphill between 55-54. Followed me to the bucket bath,54,-41.303285003271974,174.75096795678147,
rachel w,Highbury Fling,2024-05-26,12:25,Mostly clear,None,,,55,U?,,,,,,,,Incidental,,Very sneaky and fled before BK saw it. Looked possibly unbanded but hard to see. Headed uphill so may have been a fence jumper coming for a bath,55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2024-05-26,13:00,Mostly clear,None,,,64,,,,,,,,,Call heard only,,Singing in gully below 64. Bird did not approach me,64,-41.298473447882344,174.7503399587341,
rachel w,Clinical,2024-05-26,14:24,Mostly clear,None,,,82,,,,,6,,5,1,Incidental,,Came from downhill right next to blue marker half embedded in tree. 82-81,82,-41.2989813808858,174.75224327721347,
camera trap 57,Highbury Fling,2024-05-20,11:16,,,,,57,OG-pBM,,,,,,,,,,,57,-41.302015373577966,174.7501822420483,
camera trap 57,Highbury Fling,2024-05-21,,,,,,57,?,,,,,,,,,,Banded but footage black and white,57,-41.302015373577966,174.7501822420483,
camera trap 57,Highbury Fling,2024-05-24,,,,,,57,?,,,,,,,,,,Banded but chased away by kaka,57,-41.302015373577966,174.7501822420483,
camera trap 61,Highbury Fling,2024-05-23,15:58,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-25,09:30,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-25,11:10,,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-25,11:22,,,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-26,09:40,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
annette h,Clinical,2024-05-27,,Partly cloudy,,,,82,,,,,,,,,Banding visit,,none seen,82,-41.2989813808858,174.75224327721347,
annette h,Clinical,2024-05-27,,Partly cloudy,,,,87,u,RM-YK,,,,,,,Banding visit,,"Well above Clinical, nr long pink tape on log. Very wriggly. Lots of down in pin - late juvenile? Continued up valley to HF61/2 but no sign of Rewi.",87,-41.30046030107812,174.75287691660583,
annette h,Highbury Fling,2024-05-27,,Partly cloudy,,,,63,WO-WM,,,,,,,,,,,63,-41.29896942789763,174.7507283955656,
annette h,Highbury Fling,2024-05-27,,Partly cloudy,,,,63,WM-GK,,,,,,,,,,,63,-41.29896942789763,174.7507283955656,
annette h,Highbury Fling,2024-05-27,,Partly cloudy,,,,56/top HokiMai,OG-pBM,,,,,,,,,,,56,-41.30243644856764,174.7503613804481,
rachel w,Clinical,2024-05-27,13:40,Partly cloudy,,,,90,,,,,,,,,None observed,Titipounamu angry noises,,90,-41.29868547392005,174.75335478384164,
rachel w,Highbury Fling,2024-05-28,12:00,Mostly clear,,,,67,WM-GK,,,,,,,,Known territory,Ruru at 66,Downhill close to track,67,-41.297468904471884,174.75072444213993,
camera trap 61,Highbury Fling,2024-05-27,09:30,Partly cloudy,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-27,11:25,Partly cloudy,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-27,13:24,Partly cloudy,,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-29,10:12,Partly cloudy,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-30,10:58,Mostly clear,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-05-31,11:06,Partly cloudy,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Waimapihi Stream Loop,2024-06-01,11:30,Overcast,,,,GN7,WM-BPu,,,,,,,,Known territory,male falcon lower down above stream,Quietly followed me around the valley.,GN7,,,
rachel w,Waimapihi Stream Loop,2024-06-01,11:30,Overcast,,,,GN7,,,,,,,,,Call heard only,,A bit of song uphill. Could have been BPu but sounded like it was coming from further away as BPu was still following me,GN7,,,
rachel w,Highbury Fling,2024-06-01,,Overcast,,,,"50-61, 67-71",,,,,,,,,None observed,,,50,,,
rachel w,Clinical,2024-06-01,13:27,Overcast,,,,87,RM-YK,,,,,,,,Known territory,Titipounamu,Right by the tape marker next to some unplanted young trees,87,-41.30046030107812,174.75287691660583,
rachel w,Clinical,2024-06-01,13:42,Overcast,,,,90,OK-WM,,,,,,,,Known territory,,Landed next to me while I checked trail camera,90,-41.29868547392005,174.75335478384164,
fb member: emily harris,Highbury Fling,2024-06-01,,Overcast,,,,54-56,OG-pBM,,,,,,,,Known territory,,Approx markers based on description,54,-41.303285003271974,174.75096795678147,
camera trap 62,Highbury Fling,2024-05-28,09:38,,,,,62,RY-GM,,A,M,,,,,Incidental,,,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2024-06-03,10:00,Partly cloudy,,,,67,,,,,,,,,Incidental,,On trail and then downhill. Not friendly and disappeared quickly,67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2024-06-03,10:30,Partly cloudy,,,,61,,,,,,,,,Call heard only,,Distant prolonged singing from downhill possibly down by Clinical,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-03,10:58,Partly cloudy,,,,67,OG-pBM,,,M,,,,,Known territory,,"Just above trail between Hoki Mai and 57. Loud, prolonged singing",67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2024-06-03,11:06,Partly cloudy,,,,55,BK-WM,,,M,,,,,Known territory,,"A lot of singing, very bold. Chased away another toutouwai (unidentified). Approached a leashed small dog (terrier) with no fear",55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2024-06-03,11:10,Partly cloudy,,,,55,PM-RB,,,,,,,,Known territory,,Brief call. Disappeared downhill,55,-41.30279995570507,174.75039736514165,
camera trap 61,Highbury Fling,2024-06-03,13:00,Partly cloudy,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Windmill,2024-06-03,,Partly cloudy,,,,T16 at Windmill,,,,,,,,,Incidental,,Rummaging in freshly turned dirt where digging work on T16 intersects Windmill,16,,,
rachel w,Windmill,2024-06-03,,Partly cloudy,,,,,,,,,,,,,Call heard only,,Brief song in valley just north of wooden seat/clearing,,,,
camera trap 61,Highbury Fling,2024-06-02,10:42,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-01,13:41,Overcast,,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Clinical,2024-06-05,10:30,Mostly clear,,,,87,,,,,,,,,Call heard only,,Brief song heard below 87 down in gully that leads to trail at end of Holloway Road. Unable to find bird,87,-41.30046030107812,174.75287691660583,
camera trap 61,Highbury Fling,2024-06-05,11:54,Mostly clear,,,,61,WM-YO,,,,,,,,,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-05,13:12,Mostly clear,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-05,13:36,Mostly clear,,,,61-62,,,,,,,,,Incidental,,Swimming in public bath. Was frightened by something and took off downhill into the valley between 61 and 62,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-05,14:12,Mostly clear,,,,63,OR-WM,,,,,,,,Known territory,,Rummaging in pine needles above trail at 63. Stayed with me for quite a while ,63,-41.29896942789763,174.7507283955656,
camera trap 61,Highbury Fling,2024-06-04,13:53,,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-06,12:54,Overcast,,,,63-62,OR-WM,,,,,,,,Known territory,Titipounamu,"Appeared alongside me as I walked rom 63-62. Came from uphill pines, I think",63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2024-06-06,13:24,Overcast,,,,63.1,,,,,,,,,Call heard only,,Singing from below 63.1,63,-41.29896942789763,174.7507283955656,
annette h,Highbury Fling,2024-06-06,,,,,,62/87 Clinical,RM-YK,,,,,,,,Known territory,,"Bottom of 62 valley, near where banded",62,-41.29955626741264,174.75077038396424,
annette h,Windmill,2024-06-06,,,,,,,OG-WM,,,,,,,,Known territory,,"2 valleys before/north of long wood seat at clearing. Near where banded, but no sign of 2nd bird that was also here before.",,,,
annette h,Windmill,2024-06-06,,,,,,,GR-WM,,,,,,,,Known territory,,"He has suffered a serious misadventure. Left wing dislocated?? - sticking out from his body, and spread, showing white wing bar. Stays low down but seems to be moving freely, and forages busily, but I guess he won’t last long. No sign of the wary UB that I’ve seen with him each time before",,,,
annette h,Windmill,2024-06-06,,,,,,,,,,,,,,,,,No-one around,,,,
camera trap 62,,2024-06-03,12:17,,,,,62,RY-GM,,,,,,,,,,,62,,,
rachel w,Highbury Fling,2024-06-07,,,,,,,,,,,,,,,None observed,,,,,,
camera trap 61,Highbury Fling,2024-06-08,13:44,,,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-08,14:05,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w's flatmate,Highbury Fling,2024-06-08,,,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-09,09:40,,,,,57,OG-pBM,,,,,,,,Known territory,2 x falcons in the sky above approx 55,Right by bowl bath at 57 (doesn't appear to have used the bath though),57,-41.302015373577966,174.7501822420483,
rachel w,Waimapihi Stream Loop,2024-06-10,13:55,,,,,GN7,WM-BPu,,,,,,,,Known territory,,Following me quietly up above the stream above GN7. Only realised they were there when they made a startled noise,GN7,,,
camera trap 61,Highbury Fling,2024-06-09,12:01,,,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-11,,Partly cloudy,,,,,,,,,,,,,None observed,,,,,,
rachel w,Highbury Fling,2024-06-12,,Partly cloudy,,,,,,,,,,,,,None observed,3 x off leash dogs,,,,,
camera trap 61,Highbury Fling,2024-06-11,12:12,,,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-12,15:33,,,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
annette,Highbury Fling,2024-06-13,,,,,,55,?U?,,,,,,,,,,Flew from just above track to well below and disappeared before i cd get a good look. May have been UB. Not friendly!,55,-41.30279995570507,174.75039736514165,
annette + melissa,Highbury Fling,2024-06-13,,,,,,61,OR-WM,,,,,,,,,,,61,-41.299977561255695,174.75064038086316,
annette + melissa,Highbury Fling,2024-06-13,,,,,,56-7,OG-pBM,,,,,,,,,,,56,-41.30243644856764,174.7503613804481,
camera trap 61,Highbury Fling,2024-06-13,10:39,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-13,12:11,,,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-14,13:00,Overcast,Heavy,,,61,,,,,,,,,None observed,"A lot of hihi calls at 61 and another at 66, ttp at 63, 65 and 73",,61,-41.299977561255695,174.75064038086316,
camera trap 90,Clinical,2024-06-13,12:30,,,,,73-61,OK-WM,,,,,,,,Known territory,,,73,,,
camera trap 61,Highbury Fling,2024-06-14,14:18,Overcast,Heavy,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-14,15:21,Overcast,Heavy,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 57,Highbury Fling,2024-06-12,11:48,,,,,57,OG-pBM,,,,,,,,Known territory,,,57,-41.302015373577966,174.7501822420483,
camera trap 57,Highbury Fling,2024-06-13,13:14,,,,,57,OG-pBM,,,,,,,,Known territory,,,57,-41.302015373577966,174.7501822420483,
rachel w,Clinical,2024-06-15,10:10,Partly cloudy,,,,90,,,,,,,,,Call heard only,,Brief call uphill in distance,90,-41.29868547392005,174.75335478384164,
rachel w,Clinical,2024-06-15,10:36,Partly cloudy,,,,87,,,,,,,,,Call heard only,,Brief call downhill. Couldn't find them,87,-41.30046030107812,174.75287691660583,
rachel w,Highbury Fling,2024-06-15,11:15,Partly cloudy,,,,57,,,,,,,,,Known territory,,Singing loudly uphill of Hoki mai,57,-41.302015373577966,174.7501822420483,
